"Laceration of superficial palmar arch of right hand, sequela",S652
"Laceration of superficial palmar arch of left hand, initial encounter",S652
"Laceration of superficial palmar arch of left hand, subsequent encounter",S652
"Laceration of superficial palmar arch of left hand, sequela",S652
"Laceration of superficial palmar arch of unspecified hand, initial encounter",S652
"Laceration of superficial palmar arch of unspecified hand, subsequent encounter",S652
"Laceration of superficial palmar arch of unspecified hand, sequela",S652
"Other specified injury of superficial palmar arch of right hand, initial encounter",S652
"Other specified injury of superficial palmar arch of right hand, subsequent encounter",S652
"Other specified injury of superficial palmar arch of right hand, sequela",S652
"Other specified injury of superficial palmar arch of left hand, initial encounter",S652
"Other specified injury of superficial palmar arch of left hand, subsequent encounter",S652
"Other specified injury of superficial palmar arch of left hand, sequela",S652
"Other specified injury of superficial palmar arch of unspecified hand, initial encounter",S652
"Other specified injury of superficial palmar arch of unspecified hand, subsequent encounter",S652
"Other specified injury of superficial palmar arch of unspecified hand, sequela",S652
"Unspecified injury of deep palmar arch of right hand, initial encounter",S653
"Unspecified injury of deep palmar arch of right hand, subsequent encounter",S653
"Unspecified injury of deep palmar arch of right hand, sequela",S653
"Unspecified injury of deep palmar arch of left hand, initial encounter",S653
"Unspecified injury of deep palmar arch of left hand, subsequent encounter",S653
"Unspecified injury of deep palmar arch of left hand, sequela",S653
"Unspecified injury of deep palmar arch of unspecified hand, initial encounter",S653
"Unspecified injury of deep palmar arch of unspecified hand, subsequent encounter",S653
"Unspecified injury of deep palmar arch of unspecified hand, sequela",S653
"Laceration of deep palmar arch of right hand, initial encounter",S653
"Laceration of deep palmar arch of right hand, subsequent encounter",S653
"Laceration of deep palmar arch of right hand, sequela",S653
"Laceration of deep palmar arch of left hand, initial encounter",S653
"Laceration of deep palmar arch of left hand, subsequent encounter",S653
"Laceration of deep palmar arch of left hand, sequela",S653
"Laceration of deep palmar arch of unspecified hand, initial encounter",S653
"Laceration of deep palmar arch of unspecified hand, subsequent encounter",S653
"Laceration of deep palmar arch of unspecified hand, sequela",S653
"Other specified injury of deep palmar arch of right hand, initial encounter",S653
"Other specified injury of deep palmar arch of right hand, subsequent encounter",S653
"Other specified injury of deep palmar arch of right hand, sequela",S653
"Other specified injury of deep palmar arch of left hand, initial encounter",S653
"Other specified injury of deep palmar arch of left hand, subsequent encounter",S653
"Other specified injury of deep palmar arch of left hand, sequela",S653
"Other specified injury of deep palmar arch of unspecified hand, initial encounter",S653
"Other specified injury of deep palmar arch of unspecified hand, subsequent encounter",S653
"Other specified injury of deep palmar arch of unspecified hand, sequela",S653
"Unspecified injury of blood vessel of right thumb, initial encounter",S654
"Unspecified injury of blood vessel of right thumb, subsequent encounter",S654
"Unspecified injury of blood vessel of right thumb, sequela",S654
"Unspecified injury of blood vessel of left thumb, initial encounter",S654
"Unspecified injury of blood vessel of left thumb, subsequent encounter",S654
"Unspecified injury of blood vessel of left thumb, sequela",S654
"Unspecified injury of blood vessel of unspecified thumb, initial encounter",S654
"Unspecified injury of blood vessel of unspecified thumb, subsequent encounter",S654
"Unspecified injury of blood vessel of unspecified thumb, sequela",S654
"Laceration of blood vessel of right thumb, initial encounter",S654
"Laceration of blood vessel of right thumb, subsequent encounter",S654
"Laceration of blood vessel of right thumb, sequela",S654
"Laceration of blood vessel of left thumb, initial encounter",S654
"Laceration of blood vessel of left thumb, subsequent encounter",S654
"Laceration of blood vessel of left thumb, sequela",S654
"Laceration of blood vessel of unspecified thumb, initial encounter",S654
"Laceration of blood vessel of unspecified thumb, subsequent encounter",S654
"Laceration of blood vessel of unspecified thumb, sequela",S654
"Other specified injury of blood vessel of right thumb, initial encounter",S654
"Other specified injury of blood vessel of right thumb, subsequent encounter",S654
"Other specified injury of blood vessel of right thumb, sequela",S654
"Other specified injury of blood vessel of left thumb, initial encounter",S654
"Other specified injury of blood vessel of left thumb, subsequent encounter",S654
"Other specified injury of blood vessel of left thumb, sequela",S654
"Other specified injury of blood vessel of unspecified thumb, initial encounter",S654
"Other specified injury of blood vessel of unspecified thumb, subsequent encounter",S654
"Other specified injury of blood vessel of unspecified thumb, sequela",S654
"Unspecified injury of blood vessel of right index finger, initial encounter",S655
"Unspecified injury of blood vessel of right index finger, subsequent encounter",S655
"Unspecified injury of blood vessel of right index finger, sequela",S655
"Unspecified injury of blood vessel of left index finger, initial encounter",S655
"Unspecified injury of blood vessel of left index finger, subsequent encounter",S655
"Unspecified injury of blood vessel of left index finger, sequela",S655
"Unspecified injury of blood vessel of right middle finger, initial encounter",S655
"Unspecified injury of blood vessel of right middle finger, subsequent encounter",S655
"Unspecified injury of blood vessel of right middle finger, sequela",S655
"Unspecified injury of blood vessel of left middle finger, initial encounter",S655
"Unspecified injury of blood vessel of left middle finger, subsequent encounter",S655
"Unspecified injury of blood vessel of left middle finger, sequela",S655
"Unspecified injury of blood vessel of right ring finger, initial encounter",S655
"Unspecified injury of blood vessel of right ring finger, subsequent encounter",S655
"Unspecified injury of blood vessel of right ring finger, sequela",S655
"Unspecified injury of blood vessel of left ring finger, initial encounter",S655
"Unspecified injury of blood vessel of left ring finger, subsequent encounter",S655
"Unspecified injury of blood vessel of left ring finger, sequela",S655
"Unspecified injury of blood vessel of right little finger, initial encounter",S655
"Unspecified injury of blood vessel of right little finger, subsequent encounter",S655
"Unspecified injury of blood vessel of right little finger, sequela",S655
"Unspecified injury of blood vessel of left little finger, initial encounter",S655
"Unspecified injury of blood vessel of left little finger, subsequent encounter",S655
"Unspecified injury of blood vessel of left little finger, sequela",S655
"Unspecified injury of blood vessel of other finger, initial encounter",S655
"Unspecified injury of blood vessel of other finger, subsequent encounter",S655
"Unspecified injury of blood vessel of other finger, sequela",S655
"Unspecified injury of blood vessel of unspecified finger, initial encounter",S655
"Unspecified injury of blood vessel of unspecified finger, subsequent encounter",S655
"Unspecified injury of blood vessel of unspecified finger, sequela",S655
"Laceration of blood vessel of right index finger, initial encounter",S655
"Laceration of blood vessel of right index finger, subsequent encounter",S655
"Laceration of blood vessel of right index finger, sequela",S655
"Laceration of blood vessel of left index finger, initial encounter",S655
"Laceration of blood vessel of left index finger, subsequent encounter",S655
"Laceration of blood vessel of left index finger, sequela",S655
"Laceration of blood vessel of right middle finger, initial encounter",S655
"Laceration of blood vessel of right middle finger, subsequent encounter",S655
"Laceration of blood vessel of right middle finger, sequela",S655
"Laceration of blood vessel of left middle finger, initial encounter",S655
"Laceration of blood vessel of left middle finger, subsequent encounter",S655
"Laceration of blood vessel of left middle finger, sequela",S655
"Laceration of blood vessel of right ring finger, initial encounter",S655
"Laceration of blood vessel of right ring finger, subsequent encounter",S655
"Laceration of blood vessel of right ring finger, sequela",S655
"Laceration of blood vessel of left ring finger, initial encounter",S655
"Laceration of blood vessel of left ring finger, subsequent encounter",S655
"Laceration of blood vessel of left ring finger, sequela",S655
"Laceration of blood vessel of right little finger, initial encounter",S655
"Laceration of blood vessel of right little finger, subsequent encounter",S655
"Laceration of blood vessel of right little finger, sequela",S655
"Laceration of blood vessel of left little finger, initial encounter",S655
"Laceration of blood vessel of left little finger, subsequent encounter",S655
"Laceration of blood vessel of left little finger, sequela",S655
"Laceration of blood vessel of other finger, initial encounter",S655
"Laceration of blood vessel of other finger, subsequent encounter",S655
"Laceration of blood vessel of other finger, sequela",S655
"Laceration of blood vessel of unspecified finger, initial encounter",S655
"Laceration of blood vessel of unspecified finger, subsequent encounter",S655
"Laceration of blood vessel of unspecified finger, sequela",S655
"Other specified injury of blood vessel of right index finger, initial encounter",S655
"Other specified injury of blood vessel of right index finger, subsequent encounter",S655
"Other specified injury of blood vessel of right index finger, sequela",S655
"Other specified injury of blood vessel of left index finger, initial encounter",S655
"Other specified injury of blood vessel of left index finger, subsequent encounter",S655
"Other specified injury of blood vessel of left index finger, sequela",S655
"Other specified injury of blood vessel of right middle finger, initial encounter",S655
"Other specified injury of blood vessel of right middle finger, subsequent encounter",S655
"Other specified injury of blood vessel of right middle finger, sequela",S655
"Other specified injury of blood vessel of left middle finger, initial encounter",S655
"Other specified injury of blood vessel of left middle finger, subsequent encounter",S655
"Other specified injury of blood vessel of left middle finger, sequela",S655
"Other specified injury of blood vessel of right ring finger, initial encounter",S655
"Other specified injury of blood vessel of right ring finger, subsequent encounter",S655
"Other specified injury of blood vessel of right ring finger, sequela",S655
"Other specified injury of blood vessel of left ring finger, initial encounter",S655
"Other specified injury of blood vessel of left ring finger, subsequent encounter",S655
"Other specified injury of blood vessel of left ring finger, sequela",S655
"Other specified injury of blood vessel of right little finger, initial encounter",S655
"Other specified injury of blood vessel of right little finger, subsequent encounter",S655
"Other specified injury of blood vessel of right little finger, sequela",S655
"Other specified injury of blood vessel of left little finger, initial encounter",S655
"Other specified injury of blood vessel of left little finger, subsequent encounter",S655
"Other specified injury of blood vessel of left little finger, sequela",S655
"Other specified injury of blood vessel of other finger, initial encounter",S655
"Other specified injury of blood vessel of other finger, subsequent encounter",S655
"Other specified injury of blood vessel of other finger, sequela",S655
"Other specified injury of blood vessel of unspecified finger, initial encounter",S655
"Other specified injury of blood vessel of unspecified finger, subsequent encounter",S655
"Other specified injury of blood vessel of unspecified finger, sequela",S655
"Unspecified injury of other blood vessels at wrist and hand level of right arm, initial encounter",S658
"Unspecified injury of other blood vessels at wrist and hand level of right arm, subsequent encounter",S658
"Unspecified injury of other blood vessels at wrist and hand level of right arm, sequela",S658
"Unspecified injury of other blood vessels at wrist and hand level of left arm, initial encounter",S658
"Unspecified injury of other blood vessels at wrist and hand level of left arm, subsequent encounter",S658
"Unspecified injury of other blood vessels at wrist and hand level of left arm, sequela",S658
"Unspecified injury of other blood vessels at wrist and hand level of unspecified arm, initial encounter",S658
"Unspecified injury of other blood vessels at wrist and hand level of unspecified arm, subsequent encounter",S658
"Unspecified injury of other blood vessels at wrist and hand level of unspecified arm, sequela",S658
"Laceration of other blood vessels at wrist and hand level of right arm, initial encounter",S658
"Laceration of other blood vessels at wrist and hand level of right arm, subsequent encounter",S658
"Laceration of other blood vessels at wrist and hand level of right arm, sequela",S658
"Laceration of other blood vessels at wrist and hand level of left arm, initial encounter",S658
"Laceration of other blood vessels at wrist and hand level of left arm, subsequent encounter",S658
"Laceration of other blood vessels at wrist and hand level of left arm, sequela",S658
"Laceration of other blood vessels at wrist and hand level of unspecified arm, initial encounter",S658
"Laceration of other blood vessels at wrist and hand level of unspecified arm, subsequent encounter",S658
"Laceration of other blood vessels at wrist and hand level of unspecified arm, sequela",S658
"Other specified injury of other blood vessels at wrist and hand level of right arm, initial encounter",S658
"Other specified injury of other blood vessels at wrist and hand level of right arm, subsequent encounter",S658
"Other specified injury of other blood vessels at wrist and hand level of right arm, sequela",S658
"Other specified injury of other blood vessels at wrist and hand level of left arm, initial encounter",S658
"Other specified injury of other blood vessels at wrist and hand level of left arm, subsequent encounter",S658
"Other specified injury of other blood vessels at wrist and hand level of left arm, sequela",S658
"Other specified injury of other blood vessels at wrist and hand level of unspecified arm, initial encounter",S658
"Other specified injury of other blood vessels at wrist and hand level of unspecified arm, subsequent encounter",S658
"Other specified injury of other blood vessels at wrist and hand level of unspecified arm, sequela",S658
"Unspecified injury of unspecified blood vessel at wrist and hand level of right arm, initial encounter",S659
"Unspecified injury of unspecified blood vessel at wrist and hand level of right arm, subsequent encounter",S659
"Unspecified injury of unspecified blood vessel at wrist and hand level of right arm, sequela",S659
"Unspecified injury of unspecified blood vessel at wrist and hand level of left arm, initial encounter",S659
"Unspecified injury of unspecified blood vessel at wrist and hand level of left arm, subsequent encounter",S659
"Unspecified injury of unspecified blood vessel at wrist and hand level of left arm, sequela",S659
"Unspecified injury of unspecified blood vessel at wrist and hand level of unspecified arm, initial encounter",S659
"Unspecified injury of unspecified blood vessel at wrist and hand level of unspecified arm, subsequent encounter",S659
"Unspecified injury of unspecified blood vessel at wrist and hand level of unspecified arm, sequela",S659
"Laceration of unspecified blood vessel at wrist and hand level of right arm, initial encounter",S659
"Laceration of unspecified blood vessel at wrist and hand level of right arm, subsequent encounter",S659
"Laceration of unspecified blood vessel at wrist and hand level of right arm, sequela",S659
"Laceration of unspecified blood vessel at wrist and hand level of left arm, initial encounter",S659
"Laceration of unspecified blood vessel at wrist and hand level of left arm, subsequent encounter",S659
"Laceration of unspecified blood vessel at wrist and hand level of left arm, sequela",S659
"Laceration of unspecified blood vessel at wrist and hand level of unspecified arm, initial encounter",S659
"Laceration of unspecified blood vessel at wrist and hand level of unspecified arm, subsequent encounter",S659
"Laceration of unspecified blood vessel at wrist and hand level of unspecified arm, sequela",S659
"Other specified injury of unspecified blood vessel at wrist and hand of right arm, initial encounter",S659
"Other specified injury of unspecified blood vessel at wrist and hand of right arm, subsequent encounter",S659
"Other specified injury of unspecified blood vessel at wrist and hand of right arm, sequela",S659
"Other specified injury of unspecified blood vessel at wrist and hand of left arm, initial encounter",S659
"Other specified injury of unspecified blood vessel at wrist and hand of left arm, subsequent encounter",S659
"Other specified injury of unspecified blood vessel at wrist and hand of left arm, sequela",S659
"Other specified injury of unspecified blood vessel at wrist and hand of unspecified arm, initial encounter",S659
"Other specified injury of unspecified blood vessel at wrist and hand of unspecified arm, subsequent encounter",S659
"Other specified injury of unspecified blood vessel at wrist and hand of unspecified arm, sequela",S659
"Unspecified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter",S660
"Unspecified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, subsequent encounter",S660
"Unspecified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, sequela",S660
"Unspecified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, initial encounter",S660
"Unspecified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, subsequent encounter",S660
"Unspecified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, sequela",S660
"Unspecified injury of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, initial encounter",S660
"Unspecified injury of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, subsequent encounter",S660
"Unspecified injury of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, sequela",S660
"Strain of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter",S660
"Strain of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, subsequent encounter",S660
"Strain of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, sequela",S660
"Strain of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, initial encounter",S660
"Strain of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, subsequent encounter",S660
"Strain of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, sequela",S660
"Strain of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, initial encounter",S660
"Strain of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, subsequent encounter",S660
"Strain of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, sequela",S660
"Laceration of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter",S660
"Laceration of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, subsequent encounter",S660
"Laceration of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, sequela",S660
"Laceration of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, initial encounter",S660
"Laceration of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, subsequent encounter",S660
"Laceration of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, sequela",S660
"Laceration of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, initial encounter",S660
"Laceration of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, subsequent encounter",S660
"Laceration of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, sequela",S660
"Other specified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter",S660
"Other specified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, subsequent encounter",S660
"Other specified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, sequela",S660
"Other specified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, initial encounter",S660
"Other specified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, subsequent encounter",S660
"Other specified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, sequela",S660
"Other specified injury of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, initial encounter",S660
"Other specified injury of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, subsequent encounter",S660
"Other specified injury of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, sequela",S660
"Unspecified injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of right little finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of left little finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of left little finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, sequela",S661
"Unspecified injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, subsequent encounter",S661
"Unspecified injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of right index finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of left little finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of left little finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, sequela",S661
"Strain of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter",S661
"Strain of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, subsequent encounter",S661
"Strain of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of right index finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter",S661
"Laceration of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter",S661
"Laceration of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter",S661
"Laceration of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, subsequent encounter",S661
"Laceration of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",S661
"Laceration of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter",S661
"Laceration of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",S661
"Laceration of flexor muscle, fascia and tendon of right little finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of left little finger at wrist and hand level, subsequent encounter",S661
"Laceration of flexor muscle, fascia and tendon of left little finger at wrist and hand level, sequela",S661
"Laceration of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",S661
"Laceration of flexor muscle, fascia and tendon of other finger at wrist and hand level, subsequent encounter",S661
